Name,Team,PlayerId,classified_role,Classification,G,GS,IP,TBF,W,L,CG,ShO,SV,BS,HLD,SD,MD,Pulls,ERA,R,ER,H,HR,SO,BB,IBB,HBP,WP,BK,Events,GB,LD,FB,IFFB,BU,IFH,BUH,Balls,Strikes,Pitches,RS,RS_per_9,K_pct,BB_pct,K_minus_BB_pct,K_per_9,BB_per_9,K_to_BB,H_per_9,HR_per_9,AVG,WHIP,BABIP,LOB_pct,GB_pct,LD_pct,FB_pct,IFFB_pct,GB_to_FB,HR_to_FB,IFH_pct,BUH_pct,FIP,xFIP,SIERA,tERA,kwERA,E_minus_F,RAR,WAR,Dollars,WPA,RE24,REW,pLI,inLI,gmLI,exLI,WPA_to_LI,Clutch,OSwing_pct,ZSwing_pct,Swing_pct,OContact_pct,ZContact_pct,Contact_pct,Zone_pct,FStrike_pct,SwStr_pct,CStr_pct,CSW_pct,ERA_minus,FIP_minus,xFIP_minus,Pace,RA9_WAR,BIP_Wins,LOB_Wins,FDP_Wins,Pull_pct,Cent_pct,Oppo_pct,Soft_pct,Med_pct,Hard_pct,TTO_pct,FRM,K_pct_plus,BB_pct_plus,K_per_9_plus,BB_per_9_plus,K_to_BB_plus,H_per_9_plus,HR_per_9_plus,AVG_plus,WHIP_plus,BABIP_plus,LOB_pct_plus,GB_pct_plus,LD_pct_plus,FB_pct_plus,HR_to_FB_pct_plus,Pull_pct_plus,Cent_pct_plus,Oppo_pct_plus,Med_pct_plus,Hard_pct_plus,EV,LA,Barrels,Barrel_pct,maxEV,HardHit,HardHit_pct,FA_pct,FAv,wFB,wFB_per_c,FA_pct_sc,vFA_sc,FA_X_sc,FA_Z_sc,wFA_sc,wFA_per_c_sc,OSwing_pct_sc,ZSwing_pct_sc,Swing_pct_sc,OContact_pct_sc,ZContact_pct_sc,Contact_pct_sc,Zone_pct_sc,botERA,botOvr_FA,botStf_FA,botCmd_FA,botOvr,botStf,botCmd,botxRV100,Stf_plus_FA,Loc_plus_FA,Pit_plus_FA,Stuff_plus,Location_plus,Pitching_plus,average_batters_faced_per_appearance_SP,average_innings_pitched_per_appearance_SP,average_batters_faced_per_appearance_RP,average_innings_pitched_per_appearance_RP,z_total_score
Jhoan Duran,MIN,21029,Setup/Closer Pitcher,elite_rp,59,0,62.1,255,3,6,0,0,27,5,1,27,8,18,2.454546706,25,17,46,6,84,25,5,4,8,0,142,91,17,30,1,4,10,0,359,661,1020,17,2.454546706,0.3294,0.098,0.2314,12.12834843,3.609627509,3.36,6.641714617,0.866310602,0.203539823,1.139038014,0.294117647,0.7508,0.659420289,0.123188405,0.217391304,0.033333333,3.033333333,0.2,0.109890109,0.0,3.206911516,2.751305735,2.782422068,2.771364708,3.442259289,-0.75236481,10.20709991,1.032960057,8.263660431,2.006390095,14.15499973,1.42493999,2.202460051,1.870180011,1.686769962,2.021260023,1.258030057,-0.347053218,0.3488,0.731,0.5123,0.4975,0.8019,0.6833,0.4277,0.5922,0.1618,0.1343,0.2961,58.10211132,75.84176372,64.1726406,20.7424,1.125630021,0.00202365,0.0906514,0.092675097,0.3451,0.4507,0.2042,0.2042,0.4718,0.3239,0.451,0.239999995,142.0215024,114.9286706,136.3368411,110.3281327,123.5739397,78.93534722,70.76660411,83.79089632,87.72425498,100.2965576,104.3238225,157.5058462,62.44596462,56.60303151,160.0473735,84.09439585,130.9349279,83.20683452,90.69051354,99.80210391,89.15289572,-3.689652153,10,0.0704,113.665,53,0.3732,0.4484,101.8772,5.436870098,1.192296074,0.4494,101.8045935,-6.760043956,8.136017313,5.087523814,1.113243723,0.3254,0.6959,0.5123,0.4146,0.8011,0.6795,0.5044,3.52047502,58.05066004,64.76075083,48.26453643,60.7485763,67.57110607,49.44135354,-0.53992452,106.1391685,98.86498906,100.6490153,128.5759843,98.24812992,105.1154528,0.0,0.0,4.649122807017544,1.263157894736842,39.17308222497738
Emmanuel Clase,CLE,21032,Setup/Closer Pitcher,elite_rp,75,0,72.2,302,3,9,0,0,44,12,0,35,15,10,3.220181908,37,26,68,4,64,16,2,1,5,1,221,120,43,55,2,3,13,1,358,767,1125,12,1.486237804,0.2119,0.053,0.1589,7.926601621,1.981650405,4.0,8.422014222,0.495412601,0.238596491,1.155962736,0.294930876,0.6045,0.550458715,0.197247706,0.252293577,0.036363636,2.181818181,0.072727272,0.108333333,0.333333333,2.911003354,3.44679773,3.43021326,3.11994872,4.311445109,0.309178554,17.06340027,1.730690002,13.84560013,-1.962610006,3.539999962,0.365052998,2.24458003,1.898589969,1.923930049,2.74097991,0.597687006,-1.472064386,0.3509,0.7336,0.533,0.5485,0.8517,0.7471,0.4759,0.5662,0.1342,0.1484,0.2827,76.84938875,68.94816218,80.42146616,18.7865,0.245271996,-0.0114868,-1.473940015,-1.485419989,0.2941,0.3756,0.3303,0.1629,0.5339,0.3032,0.2781,0.029999999,91.36671852,62.10714907,89.10428586,60.56907211,147.111833,100.0938245,40.46893497,98.22261591,89.02773093,100.5738753,84.0056413,131.4798273,99.98768366,65.69067404,58.19904432,71.6770962,109.1062682,134.579817,102.6278278,93.40126076,88.42569911,1.882802701,11,0.0498,109.607,83,0.3756,0.6804,99.1181,5.609159946,0.736110229,0.0045,98.47999878,-3.275279999,7.82009964,0.202277299,4.04554598,0.3152,0.7056,0.533,0.4487,0.8526,0.7471,0.558,2.516576871,59.626616,54.411752,48.244314,71.54173493,68.18952171,53.41486788,-1.20919056,131.86,110.04,120.12,154.0952679,104.2201786,116.7416964,0.0,0.0,3.915492957746479,1.056338028169014,18.3450300450588
Dauri Moreta,PIT,21101,Setup/Closer Pitcher,elite_rp,55,0,58.0,239,5,2,0,0,1,2,5,16,8,44,3.724137931,26,24,39,4,76,24,1,3,3,0,136,53,20,61,7,2,6,1,355,610,965,31,4.810344828,0.318,0.1004,0.2176,11.79310345,3.724137931,3.1667,6.051724138,0.620689655,0.183962264,1.086206897,0.265151515,0.6623,0.395522388,0.149253731,0.45522388,0.114754098,0.868852459,0.06557377,0.113207547,0.5,2.927453676,3.769773122,3.256703926,2.541848961,3.607851216,0.796684255,10.44050026,1.045189977,8.361539841,0.569130003,8.588000298,0.843722999,0.861899972,0.764201999,1.029889941,0.98181802,1.188089967,-0.527769719,0.2803,0.665,0.4439,0.5032,0.7941,0.6885,0.4252,0.5816,0.1378,0.1876,0.3254,83.95394441,66.94506118,86.10652807,20.0803,0.532640994,0.311446011,-0.823997021,-0.51255101,0.5515,0.2721,0.1765,0.1838,0.4926,0.3235,0.4351,1.120000005,142.8379804,116.0333642,137.3875847,111.6057258,123.1011594,69.98639897,50.57688317,73.99692256,81.57523664,89.23454033,92.24151874,91.63607527,73.57366116,124.5434832,50.64354511,134.0082091,78.34215846,73.16056089,95.38273713,98.58411923,86.66194176,13.30694033,11,0.0809,112.97,45,0.3309,0.264,95.2165,1.337059975,0.526401565,0.264,95.16693067,-6.399291512,9.867755559,1.396330401,0.549736378,0.2613,0.6303,0.4439,0.4016,0.81,0.6885,0.4948,5.434827907,41.74225157,46.80637858,41.80522807,40.16688864,48.58755241,42.88594917,0.736310259,95.92283465,92.13031496,88.73897638,82.73877339,96.30904366,90.43326403,0.0,0.0,3.5,1.0,19.163819000049216
Alexis DA­az,CIN,21132,Setup/Closer Pitcher,elite_rp,71,0,67.1,286,9,6,0,0,37,3,2,39,11,20,3.074259051,30,23,44,4,86,36,0,10,3,0,154,57,34,59,9,4,3,3,470,696,1166,19,2.539605303,0.3007,0.1259,0.1748,11.49505558,4.811883732,2.3889,5.881191229,0.534653748,0.183333333,1.18811944,0.266666667,0.7109,0.38,0.226666666,0.393333333,0.152542372,0.966101694,0.06779661,0.052631578,0.75,3.522366757,4.198819917,3.758217078,3.925232418,4.12082778,-0.448107705,17.21710014,1.719980001,13.75979996,4.368629932,7.731999874,0.738023996,2.372539997,2.001209974,2.104749918,2.178519964,0.932955027,0.908375336,0.3156,0.7063,0.4656,0.5442,0.7841,0.6839,0.3838,0.5559,0.1467,0.1269,0.2736,66.80946691,76.3268796,95.89467562,18.5238,1.455880046,0.323803008,-0.587903976,-0.264099985,0.3831,0.3701,0.2468,0.1818,0.513,0.3052,0.4406,-0.579999983,135.0704752,145.4474154,133.9153794,144.203514,92.86578691,68.01423633,43.56624913,73.74394163,89.22897174,89.74445199,99.01755444,88.03979157,111.7338667,107.6110141,52.36027571,93.09799743,106.5827331,102.2981001,99.32081095,92.99729799,89.77094331,18.00391945,10,0.0649,109.088,64,0.4156,0.4854,94.5957,-1.856940031,-0.329244686,0.4849,94.54422458,-6.033143716,7.378987775,-1.789347861,-0.317823776,0.2896,0.6698,0.4651,0.5083,0.766,0.6796,0.4617,5.099307599,44.38469798,69.12332194,32.64425487,43.77415473,71.41279913,36.8478294,0.512630386,114.4798923,85.97001795,96.71256732,94.19939024,89.60069686,96.34869338,0.0,0.0,4.288135593220339,1.2881355932203389,25.865229571895107
Angel Felipe,OAK,21163,Setup/Closer Pitcher,strong_rp,14,0,15.0,64,1,1,0,0,0,1,4,2,3,9,4.2,7,7,6,0,19,13,0,1,1,0,31,16,4,10,2,1,0,1,120,151,271,1,0.6,0.2969,0.2031,0.0938,11.4,7.8,1.4615,3.6,0.0,0.12,1.266666667,0.193548387,0.65,0.533333333,0.133333333,0.333333333,0.2,1.6,0.0,0.0,1.0,3.521706549,4.623941827,4.986303031,2.886279172,5.093729877,0.678293451,1.791869998,0.181388006,1.451110005,-0.178499997,3.144000053,0.290607005,1.136180043,0.903918982,0.930056989,2.412070036,0.31406799,-0.471173369,0.2339,0.53,0.3432,0.425,0.7736,0.6237,0.369,0.5313,0.1292,0.214,0.3432,102.8478556,84.55796276,107.9231617,20.2451,0.096226104,0.267747998,-0.352910012,-0.085162297,0.4516,0.4194,0.129,0.1935,0.6129,0.1935,0.5,-0.209999993,127.9937092,238.1178411,128.1493517,238.4067145,53.75240051,42.78522436,0.0,49.400198,97.55371486,66.00160566,90.32356558,127.3893438,67.58857373,86.79131504,0.0,110.0590251,121.8275588,52.5711702,117.8059729,59.62930767,85.87666829,7.362733459,0,0.0,108.06,8,0.2581,0.572,95.0774,2.899919987,1.87091612,0.2731,95.39594331,-3.232229697,6.425581236,2.492026668,3.367603605,0.1986,0.5,0.3432,0.25,0.7846,0.6237,0.4797,5.780707092,37.95899206,49.16399921,33.37434349,36.44827112,49.74112892,34.32706131,0.966896175,75.04603175,83.7952381,78.48730159,98.00876494,90.54661355,90.69641434,0.0,0.0,4.571428571428571,1.2857142857142858,1.8070601606944352
J.P. France,HOU,21212,Middle Reliever,strong_rp,1,0,3.1,17,1,0,0,0,0,0,0,1,0,1,0.0,1,0,3,0,4,3,0,0,1,0,10,3,3,4,1,0,0,0,32,38,70,4,10.80001107,0.2353,0.1765,0.0588,10.80001107,8.100008304,1.3333,8.100008304,0.0,0.214285714,1.800001845,0.3,0.8333,0.3,0.3,0.4,0.25,0.75,0.0,0.0,0.0,3.55504019,5.539065724,5.294074884,4.33568361,5.512847525,-3.55504019,1.193470001,0.123948999,0.991590023,0.196523994,1.246000051,0.128986001,1.581640005,1.478109956,3.444400072,1.036800027,-0.0419892,0.166242502,0.2,0.7333,0.4286,0.375,0.7273,0.6333,0.4286,0.5882,0.1571,0.1143,0.2714,0.0,84.10928243,129.3032619,19.6981,0.198644996,-0.0048978,0.079594098,0.074696302,0.4,0.3,0.3,0.1,0.5,0.4,0.4118,-0.037163801,101.4439302,206.8716083,121.4047734,247.5764574,49.03727766,96.26685349,0.0,88.21463929,138.6291053,102.3024888,115.799443,71.65650593,152.0742913,104.1495781,0.0,97.48085085,87.15356143,122.2279708,96.10487274,123.2339026,93.23220215,22.27319946,1,0.1,101.695,6,0.6,0.4429,93.3548,0.00713489,0.023015775,0.4429,93.25161448,-0.070022583,7.707225677,0.007134892,0.023015781,0.1351,0.7576,0.4286,0.2,0.72,0.6333,0.4714,3.59161,59.93791,62.98995,59.46179,59.98384,58.75303,61.33463,-0.4925,105.2,99.4,99.5,98.09428571,96.27,99.58571429,9.130434782608695,6.043478260869565,9.0,4.0,3.637133524378269
Andre Jackson,- - -,21298,Middle Reliever,strong_rp,12,0,34.1,142,0,0,0,0,2,0,1,3,1,6,4.71843734,18,18,33,7,32,5,0,0,1,0,105,41,23,41,6,0,2,0,175,362,537,15,3.932031117,0.2254,0.0352,0.1901,8.388333049,1.310677039,6.4,8.650468457,1.834947854,0.240875912,1.106793944,0.265306122,0.7092,0.39047619,0.219047619,0.39047619,0.146341463,1.0,0.170731707,0.048780487,0.0,4.478338452,3.80224666,3.531072195,4.613940832,3.937039737,0.240098888,2.38628602,0.249230087,1.993847132,0.353042006,-0.149999857,-0.027935028,0.594603898,0.741329984,0.70673357,1.621633371,0.024210989,0.569532186,0.3056,0.7309,0.5028,0.6705,0.8132,0.7667,0.4637,0.6268,0.1173,0.1713,0.2886,109.3952854,101.4978016,86.84736983,19.5434,0.314352989,0.241000585,-0.1758781,0.065122992,0.4571,0.2571,0.2857,0.1333,0.4476,0.419,0.3099,0.206489,101.225433,40.68658092,97.72260735,39.27863706,248.7939222,100.0401081,149.5206864,96.88985031,83.12134472,89.28657213,98.78347044,90.46695364,107.9781065,106.829336,131.8584991,111.0864241,74.04695129,118.4504318,86.66474147,127.689907,90.58761858,14.1242856,10,0.0952,110.265,43,0.4095,0.4283,95.2783,3.077130198,1.337882695,0.4283,95.18391219,-5.456091309,10.13282577,3.078437515,1.338451093,0.2937,0.6877,0.5028,0.5946,0.8265,0.763,0.5307,3.911913277,53.16507722,51.69863909,52.68619487,56.5401241,51.16661581,61.92302825,-0.278966518,104.516087,102.9078261,98.75391304,94.45456238,105.6851024,101.4497207,0.0,0.0,9.0,4.0,11.679093106369624
Peter Strzelecki,- - -,21367,Setup/Closer Pitcher,strong_rp,37,0,37.0,163,3,5,0,0,0,1,14,11,8,32,4.378375007,18,18,33,3,37,12,1,8,0,0,106,40,23,42,3,1,3,0,243,410,653,23,5.594590287,0.227,0.0736,0.1534,8.99999307,2.918916671,3.0833,8.027020846,0.729729168,0.230769231,1.21621528,0.291262136,0.7172,0.38095238,0.219047619,0.4,0.071428571,0.952380952,0.071428571,0.075,0.0,3.930715038,4.753439336,3.925232427,4.213152139,4.37823908,0.447659969,2.955094904,0.294776602,2.358214915,-0.27409599,1.167999998,0.154591348,1.302415485,1.125557754,1.202008651,1.396945629,0.130389206,-0.340841242,0.2912,0.6868,0.4518,0.6637,0.8132,0.7559,0.4058,0.5337,0.1103,0.173,0.2833,99.87298385,89.50616723,108.5476001,17.9367,0.1789716,0.028629072,-0.144434504,-0.115805,0.3585,0.3868,0.2547,0.1604,0.4906,0.3491,0.319,0.519999972,101.9628885,85.06740492,104.8483392,87.47469067,119.8616552,92.83012092,59.4619655,92.82454191,91.33899772,98.0218529,99.89680877,88.26044268,107.9781068,109.4349297,55.16528996,87.11376404,111.3808963,105.5996774,94.97982496,106.3626262,89.07996216,14.74410502,8,0.0755,111.779,39,0.3679,0.5559,91.7438,0.268332005,0.073920662,0.3629,91.98227972,-5.897455529,7.617708617,-0.829474892,-0.349989406,0.2381,0.6509,0.4518,0.6,0.8091,0.7559,0.5176,4.280472221,43.17135127,52.95973262,39.98668726,52.57767187,58.84852822,47.69086343,-0.033260168,95.8978903,97.51898734,93.72194093,99.56064319,97.03828484,98.09908116,0.0,0.0,4.766666666666667,1.3,6.724144828972256
James McArthur,KCR,21527,Setup/Closer Pitcher,elite_rp,16,0,20.1,78,1,0,0,0,4,0,2,7,0,10,3.983613159,9,9,17,1,20,2,0,1,1,0,55,31,7,16,1,1,3,0,93,208,301,12,5.311484212,0.2564,0.0256,0.2308,8.852473687,0.885247369,10.0,7.524602634,0.442623684,0.226666667,0.934427778,0.296296296,0.5914,0.574074074,0.129629629,0.296296296,0.0625,1.9375,0.0625,0.096774193,0.0,2.369792514,3.031448364,2.746701104,2.016007211,3.449499108,1.613820645,5.128439903,0.525290012,4.202320099,1.257809997,4.532000065,0.449651986,0.880819976,0.930990994,1.189829946,0.84491998,0.639751017,0.788247928,0.3418,0.6224,0.4751,0.6296,0.8652,0.7762,0.4751,0.6538,0.1063,0.2159,0.3223,89.41846098,55.55794744,70.71763141,19.1031,0.264800996,-0.00855845,-0.251931012,-0.260488987,0.4545,0.1818,0.3636,0.2,0.4364,0.3636,0.2949,-0.017428599,110.5478728,30.05826716,99.51217227,27.05755343,367.7795825,89.42828108,36.15674904,93.31148512,71.96597449,101.0394951,82.18024985,137.1204743,65.7111132,77.14783559,50.01480422,110.773694,52.82034003,148.1551158,83.87334341,112.0308203,88.68778031,4.702907421,2,0.0364,110.606,23,0.4182,0.3555,94.0374,-0.323745012,-0.302565432,0.0199,92.75,-5.534433365,5.713799795,0.202851392,3.380856539,0.3409,0.5799,0.4751,0.5333,0.8878,0.7762,0.5615,3.272150664,41.81734667,37.92526333,42.48866167,63.41838063,54.55333551,64.50179698,-0.705474518,63.95,121.7333333,91.11666667,115.9790698,103.679402,107.289701,6.0,1.5,4.8125,1.375,37.67175544748217
Tristan Beck,SFG,21584,Setup/Closer Pitcher,elite_rp,30,0,73.0,299,3,2,0,0,2,1,2,8,5,17,3.328767123,30,27,65,8,60,19,2,2,3,0,218,94,39,84,9,1,4,0,389,720,1109,46,5.671232877,0.2007,0.0635,0.1371,7.397260274,2.342465753,3.1579,8.01369863,0.98630137,0.23381295,1.150684932,0.271428571,0.7487,0.433179723,0.179723502,0.387096774,0.107142857,1.119047619,0.095238095,0.042553191,0.0,3.898875499,4.376706252,4.076136344,3.618456797,4.573244928,-0.570108376,3.572560072,0.355078012,2.840620041,0.623214006,7.224999905,0.722534001,0.645547986,0.619983017,0.766939998,1.126889944,0.588518977,0.376884091,0.3271,0.7106,0.4896,0.6411,0.8623,0.7772,0.4238,0.6187,0.1091,0.1596,0.2687,79.13137865,93.18905134,99.95292221,18.9541,0.721451998,0.412216991,-0.0458427,0.366373986,0.4037,0.3761,0.2202,0.1468,0.5229,0.3303,0.291,0.910353005,90.13803206,73.42635213,86.17678351,70.19949189,122.760159,92.67605343,80.36874586,94.04884642,86.41760228,91.34703149,104.2773105,100.3606645,88.59353766,105.9047706,73.55372064,98.0923697,108.315367,91.28290169,101.2470188,100.6396681,88.30368844,14.26364037,15,0.0688,109.214,78,0.3578,0.3634,94.6104,12.11480045,3.006153959,0.3634,94.56873255,-5.457567996,9.71709675,13.40422137,3.326109521,0.2962,0.6604,0.4896,0.5649,0.8612,0.7772,0.5311,4.354519883,45.68053035,43.33542876,41.00872203,51.78154261,46.70625243,47.69320287,0.016105257,84.38511166,94.8471464,92.16451613,100.4149819,97.8916065,99.88880866,9.0,4.333333333333333,7.4,2.7666666666666666,22.3817077223507
Edward Cabrera,MIA,21690,Starting Pitcher,elite_rp,2,0,8.2,36,1,1,0,0,0,0,0,1,0,2,2.076922315,2,2,2,1,13,8,0,0,0,0,15,6,0,9,0,0,0,0,62,97,159,11,11.42307273,0.3611,0.2222,0.1389,13.49999505,8.30768926,1.625,2.076922315,1.038461158,0.071428571,1.153845731,0.071428571,0.9302,0.4,0.0,0.6,0.0,0.666666666,0.111111111,0.0,0.0,4.524270186,4.74121352,4.680987852,3.265627404,4.552063211,-2.447347871,-0.132276997,-0.0128914,-0.103131004,0.046912,2.299000025,0.226778999,0.916643977,0.653333008,0.972800016,0.796999991,0.153136998,-0.101959005,0.3396,0.5769,0.4177,0.5556,0.8333,0.6818,0.3291,0.5833,0.1321,0.195,0.327,47.26884844,105.023087,108.2686839,18.7107,0.299894005,0.260244995,0.052540202,0.312786013,0.2,0.4667,0.3333,0.0667,0.6667,0.2667,0.6111,-0.0026087,162.2067273,256.7775373,157.2725722,248.9665277,63.17033181,24.01899202,84.61898503,28.73140583,86.65498149,24.0386925,129.5671567,92.67346482,0.0,164.1523945,85.81267421,48.60031054,134.3815043,138.1921706,129.0751468,81.25721341,90.29571533,22.5463562,1,0.0667,107.188,4,0.2667,0.3987,96.8889,1.493090034,2.36998418,0.2658,96.86904762,-5.596261887,9.633857364,1.86074651,4.430348834,0.3402,0.541,0.4177,0.5455,0.8182,0.6818,0.3861,4.12129566,64.50527667,57.49877857,62.03983429,54.28900874,63.45494623,51.35609692,-0.13937956,110.9,106.0,102.3,93.06744186,96.30465116,92.91744186,9.0,4.0,0.0,0.0,19.76439385184325
Javier Assad,CHC,21741,Middle Reliever,elite_rp,22,0,55.2,228,2,2,0,0,0,1,2,5,4,13,3.071854533,19,19,45,4,52,23,0,2,0,1,151,71,26,50,9,4,4,1,336,528,864,19,3.071854533,0.2281,0.1009,0.1272,8.407180828,3.718560751,2.2609,7.275444947,0.646706218,0.221674877,1.221556189,0.278911565,0.7919,0.482993197,0.176870748,0.340136054,0.18,1.42,0.08,0.056338028,0.25,3.668213299,4.219128778,4.130183439,3.470065315,4.692414088,-0.596358766,5.295569897,0.53313601,4.265089989,0.307038009,11.18400002,1.117210031,0.505828023,0.542370975,0.564773023,1.08731997,0.992413998,-0.385413208,0.266,0.6612,0.4322,0.6917,0.8917,0.8204,0.4206,0.5965,0.0775,0.1782,0.2558,70.93005696,84.64379903,96.357996,19.9527,0.928085029,0.193285003,0.201664001,0.394948989,0.3113,0.404,0.2848,0.1854,0.5497,0.2649,0.3465,-0.157835007,102.446354,116.5634863,97.94218066,111.4385877,87.8891573,84.13836803,52.69684219,89.16643188,91.74010538,93.86537071,110.3030956,111.9016326,87.18729103,93.05691287,61.78512549,75.63624484,116.3283598,118.0582117,106.422886,80.7190863,86.03537548,11.86734694,13,0.0861,110.917,54,0.3576,0.5017,93.1478,7.195489883,1.661775955,0.1831,93.29936585,-3.4617974,9.381898518,0.238641568,0.151038967,0.2225,0.6464,0.4322,0.6082,0.8877,0.815,0.4948,5.37614206,39.51540203,43.41014797,46.40291981,40.7978414,43.71666147,46.984731,0.69718603,84.37594937,92.22405063,87.7443038,93.81100811,98.07497103,93.92641947,9.125,5.0,5.0,1.0,13.743136412256565
George Soriano,MIA,21863,Middle Reliever,strong_rp,25,0,49.0,213,0,0,0,0,1,0,0,5,4,21,3.489795918,23,19,43,5,48,20,1,5,0,1,140,60,27,52,6,1,4,1,315,510,825,20,3.673469388,0.2254,0.0939,0.1315,8.816326531,3.673469388,2.4,7.897959184,0.918367347,0.228723404,1.285714286,0.281481481,0.7377,0.431654676,0.194244604,0.374100719,0.115384615,1.153846153,0.096153846,0.066666666,1.0,4.152999066,4.581047059,4.143101509,4.160830535,4.641265089,-0.663203148,2.007889986,0.199240997,1.593930006,0.256559998,2.887000084,0.276766986,0.573143005,0.516758025,0.643320024,0.766390026,0.101365,0.346271969,0.2906,0.6433,0.443,0.5294,0.8603,0.737,0.432,0.5117,0.1164,0.1745,0.2909,79.42455678,96.41334956,104.6146934,18.8501,0.32238701,0.143490002,-0.0203436,0.123145998,0.4571,0.35,0.1929,0.1357,0.5143,0.35,0.3427,0.150768995,101.225433,108.4975504,102.7086563,110.0872805,93.29772083,91.33756098,74.83314346,92.0016293,96.55844337,94.73025488,102.7510033,100.0073361,95.75162095,102.3492147,74.26096802,111.0864241,100.7861284,79.9540413,99.57225618,106.6500929,90.09927917,12.6205036,10,0.0714,112.176,55,0.3929,0.4053,94.6796,-0.93810302,-0.280869168,0.4053,94.6074862,-5.152245436,6.867365123,-0.916606251,-0.274433009,0.2403,0.6224,0.443,0.4946,0.8162,0.7342,0.5303,4.948688848,37.50862413,43.01311508,39.98552673,45.39348381,53.75948119,46.31831118,0.412217503,87.60703364,90.28685015,82.17584098,97.61778607,95.39689055,95.43507463,9.0,4.0,6.92,2.24,-5.321537087273866
Gregory Santos,CHW,21894,Setup/Closer Pitcher,elite_rp,60,0,66.1,289,2,2,0,0,5,4,6,19,9,43,3.39196162,29,25,69,2,66,17,1,5,2,1,201,105,53,42,3,1,6,1,341,708,1049,30,4.070353944,0.2284,0.0588,0.1696,8.954778676,2.306533901,3.8824,9.36181407,0.27135693,0.258426966,1.296483108,0.336683417,0.7029,0.525,0.265,0.21,0.071428571,2.5,0.047619047,0.057142857,1.0,2.652024484,3.306911606,3.315019531,3.668248106,4.184127801,0.739937136,15.24549961,1.55479002,12.43830013,-0.613806009,5.488999844,0.516080976,1.254220009,1.004930019,1.198570013,1.291869998,0.578649998,-1.068042612,0.3486,0.6754,0.4919,0.5171,0.8645,0.7262,0.4384,0.6298,0.1344,0.1802,0.3146,78.49775845,59.32641291,77.15329738,18.8164,0.771048009,-0.687054992,-0.096685998,-0.783740997,0.3781,0.3234,0.2985,0.1493,0.6169,0.2338,0.2941,0.280000001,98.46028531,68.95720238,100.6622002,70.49912428,142.7850144,111.2631432,22.16642433,106.3861942,99.8500606,114.8118383,97.68116274,125.3988854,134.3322906,54.67852853,38.106517,92.14607774,93.94662493,121.6198711,118.5771562,72.03971894,88.87235985,2.852125618,2,0.01,111.21,70,0.3483,0.469,98.7088,-7.196589947,-1.4657006,0.0238,97.08,-3.296140137,5.449400024,0.515547402,2.062189609,0.304,0.6481,0.4919,0.4414,0.836,0.7253,0.5461,2.934994766,46.41301381,51.87809238,45.48125333,67.04322118,63.3409084,59.00376802,-0.930245024,89.58333333,101.3277778,82.54444444,127.2234674,103.6381226,107.0654215,0.0,0.0,4.333333333333333,1.0,25.24409144249568
Max Castillo,KCR,21956,Middle Reliever,strong_rp,7,0,20.1,89,0,1,0,0,0,0,0,1,2,5,4.426236843,10,10,20,2,10,9,1,3,0,0,67,27,17,22,5,1,0,0,126,217,343,0,0.0,0.1124,0.1011,0.0112,4.426236843,3.983613159,1.1111,8.852473687,0.885247369,0.25974026,1.426231872,0.276923077,0.7534,0.409090909,0.257575757,0.333333333,0.227272727,1.227272727,0.09090909,0.0,0.0,5.320617076,5.830803044,5.632501615,6.513302141,6.083898417,-0.894380233,-0.952395022,-0.0939527,-0.751622021,-0.295962006,0.029999999,0.00753524,0.744225979,0.668510973,0.790171027,0.653039992,-0.174316004,-0.223361602,0.2963,0.719,0.4854,0.7679,0.9091,0.8614,0.4474,0.6854,0.0671,0.1429,0.2099,99.35384554,124.8708158,136.1191403,19.7333,0.130780995,0.087893002,0.136840999,0.224733993,0.4179,0.3731,0.209,0.2239,0.5075,0.2687,0.236,-0.059999999,48.44232612,118.5444043,49.75608613,121.7589904,40.86439806,105.2097424,72.31349809,106.9268355,109.8428032,94.43306656,104.6953868,97.71341716,130.5688357,86.79131504,72.7488054,101.8456649,108.3999519,85.13390963,97.53927372,82.76903892,88.43787731,12.62248461,5,0.0746,110.488,27,0.403,0.424,93.4345,-1.096639991,-0.756303442,0.424,93.3862069,-8.235172245,8.307517006,-1.036800668,-0.715034943,0.2744,0.6798,0.4854,0.7556,0.8926,0.8554,0.5205,4.349621545,53.95014283,42.51583083,57.411038,51.83421201,45.01995117,58.33058522,0.012839883,89.73517241,100.777931,93.42827586,95.78421053,102.8105263,98.03625731,9.0,5.0,5.875,1.875,-4.342396813347191
