Name,Team,PlayerId,classified_role,Classification,G,GS,IP,TBF,W,L,CG,ShO,SV,BS,HLD,SD,MD,Pulls,ERA,R,ER,H,HR,SO,BB,IBB,HBP,WP,BK,Events,GB,LD,FB,IFFB,BU,IFH,BUH,Balls,Strikes,Pitches,RS,RS_per_9,K_pct,BB_pct,K_minus_BB_pct,K_per_9,BB_per_9,K_to_BB,H_per_9,HR_per_9,AVG,WHIP,BABIP,LOB_pct,GB_pct,LD_pct,FB_pct,IFFB_pct,GB_to_FB,HR_to_FB,IFH_pct,BUH_pct,FIP,xFIP,SIERA,tERA,kwERA,E_minus_F,RAR,WAR,Dollars,WPA,RE24,REW,pLI,inLI,gmLI,exLI,WPA_to_LI,Clutch,OSwing_pct,ZSwing_pct,Swing_pct,OContact_pct,ZContact_pct,Contact_pct,Zone_pct,FStrike_pct,SwStr_pct,CStr_pct,CSW_pct,ERA_minus,FIP_minus,xFIP_minus,Pace,RA9_WAR,BIP_Wins,LOB_Wins,FDP_Wins,Pull_pct,Cent_pct,Oppo_pct,Soft_pct,Med_pct,Hard_pct,TTO_pct,FRM,K_pct_plus,BB_pct_plus,K_per_9_plus,BB_per_9_plus,K_to_BB_plus,H_per_9_plus,HR_per_9_plus,AVG_plus,WHIP_plus,BABIP_plus,LOB_pct_plus,GB_pct_plus,LD_pct_plus,FB_pct_plus,HR_to_FB_pct_plus,Pull_pct_plus,Cent_pct_plus,Oppo_pct_plus,Med_pct_plus,Hard_pct_plus,EV,LA,Barrels,Barrel_pct,maxEV,HardHit,HardHit_pct,FA_pct,FAv,wFB,wFB_per_c,FA_pct_sc,vFA_sc,FA_X_sc,FA_Z_sc,wFA_sc,wFA_per_c_sc,OSwing_pct_sc,ZSwing_pct_sc,Swing_pct_sc,OContact_pct_sc,ZContact_pct_sc,Contact_pct_sc,Zone_pct_sc,botERA,botOvr_FA,botStf_FA,botCmd_FA,botOvr,botStf,botCmd,botxRV100,Stf_plus_FA,Loc_plus_FA,Pit_plus_FA,Stuff_plus,Location_plus,Pitching_plus,average_batters_faced_per_appearance_SP,average_innings_pitched_per_appearance_SP,average_batters_faced_per_appearance_RP,average_innings_pitched_per_appearance_RP,z_total_score
Yacksel RA­os,OAK,15007,Middle Reliever,suboptimal_rp,3,0,1.2,14,0,0,0,0,0,0,0,0,1,1,37.7999252,7,7,3,1,2,6,0,0,2,0,6,2,1,3,1,0,0,0,33,29,62,0,0.0,0.1429,0.4286,-0.2857,10.79997863,32.39993588,0.3333,16.19996794,5.399989314,0.375,5.399989314,0.4,0.2632,0.333333333,0.166666666,0.5,0.333333333,0.666666666,0.333333333,0.0,0.0,19.45500782,14.63105262,12.32806008,15.12571528,9.647301306,18.34491737,-1.55219996,-0.146161005,-1.169289947,-0.125850007,-6.690000057,-0.69127202,0.252350003,0.186333001,0.187999994,0.044199999,-0.229836002,-0.268876127,0.1538,0.6522,0.3387,0.5,0.7333,0.6667,0.371,0.4286,0.1129,0.129,0.2419,925.6288687,467.6195085,341.7199542,17.5,-0.327764004,-0.0404507,-0.141151994,-0.181603,0.5,0.1667,0.3333,0.1667,0.5,0.3333,0.6429,-0.059999999,61.59095744,502.4024773,121.4044087,990.3028545,12.25931941,192.5331286,441.1107344,154.3756188,415.8860667,136.4033184,36.56824507,79.61833985,84.48571704,130.1869727,266.7456222,121.8510636,48.41864505,135.8088563,96.10487274,102.6949187,89.16883341,24.3719991,1,0.1667,102.789,2,0.3333,0.6774,96.5476,-2.249989986,-5.357119015,0.6949,96.54146222,-3.722707237,9.386195485,-2.159365237,-5.26674448,0.2121,0.5385,0.3559,0.4286,0.7857,0.6667,0.4407,7.310833051,20.0,54.66726146,20.0,20.0,49.9713039,22.72684339,1.986982034,117.6365854,78.15609756,77.67560976,115.7096774,77.52741935,79.47741935,0.0,0.0,4.956521739130435,1.3478260869565215,-98.36464772735675
Chase De Jong,PIT,15036,Starting Pitcher,suboptimal_rp,6,0,11.1,60,0,0,0,0,0,0,0,0,2,4,13.50004014,17,17,18,6,7,6,0,2,1,0,45,11,7,27,1,0,0,0,85,141,226,4,3.176480033,0.1167,0.1,0.0167,5.558840057,4.764720049,1.1667,14.29416015,4.764720049,0.346153846,2.117653355,0.307692308,0.5114,0.244444444,0.155555555,0.6,0.037037037,0.407407407,0.222222222,0.0,0.0,11.01976885,8.076277341,6.325354437,9.803301098,6.018729877,2.480271287,-5.8228302,-0.520206988,-4.161650181,-0.236333996,-9.866999626,-0.951340973,0.300882012,0.333225995,0.400433004,0.166549996,-0.824662983,0.039192311,0.2803,0.7419,0.4711,0.6216,0.913,0.8113,0.4133,0.6333,0.0885,0.1504,0.2389,304.3339533,251.7124554,184.3538503,17.7892,-0.659141004,-0.035707399,-0.103226997,-0.138935,0.5111,0.3111,0.1778,0.0667,0.6,0.3333,0.3167,0.300000012,52.40525009,115.5498919,64.75951074,142.7901031,45.35305871,165.3077325,388.2531104,139.2368129,159.037909,103.5512908,71.22512727,56.63378395,76.68010453,164.1523945,171.6253484,124.2007936,89.58766963,73.70249075,116.1676323,101.5715169,90.12466905,22.18837755,7,0.1556,108.838,16,0.3556,0.3778,92.2353,-5.355840206,-6.300988478,0.3778,92.14353171,-0.52360234,10.90496467,-4.263111409,-5.015425187,0.2364,0.6957,0.4711,0.5385,0.8875,0.8019,0.5111,6.230176593,31.73828059,45.42363588,30.39881741,31.61594212,36.46152407,33.98792035,1.266541062,86.87176471,81.32941176,82.55529412,92.14133333,87.73822222,91.35911111,9.22222222222222,5.0,0.0,0.0,-46.279271563869
Trevor Gott,- - -,15046,Middle Reliever,average_rp,64,0,58.0,261,0,5,0,0,1,6,10,13,18,51,4.189655172,34,27,63,4,62,19,3,4,0,0,176,70,39,65,11,2,6,0,353,625,978,22,3.413793103,0.2375,0.0728,0.1648,9.620689655,2.948275862,3.2632,9.775862069,0.620689655,0.264705882,1.413793103,0.343023256,0.6468,0.40229885,0.224137931,0.373563218,0.169230769,1.076923076,0.061538461,0.085714285,0.0,3.203315745,4.15965953,3.767287169,3.311281701,4.241718383,0.986339428,9.905410051,0.998989016,7.991909742,-2.066300035,-12.45800018,-1.193115979,1.196812201,0.968334018,1.08493262,1.110508617,-0.294122106,-1.432381044,0.3047,0.6429,0.4452,0.6954,0.8544,0.7908,0.4156,0.5709,0.093,0.1943,0.2873,101.3040576,75.37528748,96.00061679,17.2993,-0.473931711,-0.707378998,-0.76554203,-1.472921968,0.267,0.375,0.358,0.2045,0.5227,0.2727,0.3257,0.420000002,104.490461,84.63091002,110.0501708,89.0953375,123.3219039,114.6939848,50.63968338,107.7825416,107.531055,116.2466548,89.98750459,94.73101469,111.7720117,99.62023664,48.38618247,64.98003182,108.4780416,147.1401819,100.8798198,83.6209885,88.19630035,13.35017202,8,0.0455,111.753,64,0.3636,0.4985,93.6201,0.951141953,0.195306356,0.219,93.34906633,-5.844252542,8.416574924,-0.671919636,-0.313981139,0.2544,0.6123,0.4452,0.6638,0.837,0.7908,0.5333,4.367849785,45.57895336,43.30503764,47.97181778,51.63823354,41.48518652,54.0264568,0.024991769,86.0943844,106.866156,101.255128,96.34371145,102.7228874,97.50952203,0.0,0.0,4.133333333333334,1.2222222222222223,-7.748027854425882
Austin Voth,BAL,15047,Setup/Closer Pitcher,average_rp,25,0,34.2,160,1,2,0,0,0,1,4,3,7,21,5.192302931,22,20,39,6,34,15,1,3,0,0,108,36,24,47,5,1,1,0,239,427,666,12,3.115381759,0.2125,0.0938,0.1188,8.826914983,3.894227198,2.2667,10.12499072,1.557690879,0.274647887,1.557690879,0.323529412,0.7202,0.336448598,0.224299065,0.439252336,0.106382978,0.765957446,0.127659574,0.027777777,0.0,5.101192036,5.092757055,4.404322016,5.161900431,4.793729877,0.091110895,-2.582060099,-0.256776989,-2.054219961,-1.14786005,-8.128000259,-0.843267977,1.032709956,0.996447027,1.23514998,1.593099952,-0.355489999,-0.756012842,0.3333,0.6728,0.4728,0.6846,0.8415,0.7764,0.4109,0.6,0.1051,0.1637,0.2688,124.1534648,121.0856308,118.8761229,19.9564,-0.434920996,-0.245197996,0.067054197,-0.178143993,0.3519,0.3241,0.3241,0.2315,0.5556,0.213,0.3438,0.219999999,91.61654974,109.9005421,99.2248625,119.0269118,83.36337202,120.3333332,127.2436162,113.0638335,119.967262,110.3262134,100.0735928,80.36243653,113.7004045,114.3698637,102.1578976,85.74704452,94.14736573,132.0363881,106.7831918,65.61064228,88.41439106,17.33000055,6,0.0556,116.302,38,0.3519,0.4396,93.3402,0.272628993,0.093686939,0.4404,93.24280956,-4.514417674,9.829075643,0.421969946,0.144510256,0.2994,0.6372,0.4721,0.6392,0.8333,0.7732,0.5113,4.712679189,48.67034288,48.5474162,51.62481849,47.93089384,46.13490616,49.05242411,0.254877613,97.61678082,100.169863,97.99075342,95.29728097,99.96314199,100.0800604,6.0,2.0,4.875,1.2916666666666667,-9.869992772715648
Cole Sulser,ARI,15256,Setup/Closer Pitcher,average_rp,4,0,5.1,23,0,0,0,0,0,0,0,0,1,3,6.750004023,4,4,5,2,4,3,0,0,0,0,16,4,6,6,1,0,0,0,38,46,84,1,1.687501006,0.1739,0.1304,0.0435,6.750004023,5.062503017,1.3333,8.437505029,3.375002012,0.25,1.500000894,0.214285714,0.7692,0.25,0.375,0.375,0.166666666,0.666666666,0.333333333,0.0,0.0,8.3175429,5.302563134,5.411563015,11.77689134,5.696990747,-1.567538877,-1.668980002,-0.158173993,-1.265390038,-0.142299995,-2.576999903,-0.262607008,0.399991006,0.51534301,0.510999978,1.070129991,-0.144127995,-0.211629992,0.2727,0.7931,0.4524,0.4,0.8696,0.6842,0.3452,0.6087,0.1429,0.0952,0.2381,153.9725837,196.3200857,121.0751491,17.8033,-0.075905703,0.0873174,-0.00504954,0.082267903,0.1875,0.375,0.4375,0.25,0.3125,0.4375,0.3913,-0.02,78.1196277,150.7172496,78.63636182,151.7141239,51.83206712,97.57724903,275.0119661,100.5599204,112.6515844,72.11607749,107.1420718,57.92091551,184.8538241,102.5952466,257.4380226,45.56279113,107.9851375,181.3772241,60.50397514,133.3126161,90.31812286,21.43112564,2,0.125,107.428,8,0.5,0.4048,92.7941,-2.198050022,-6.464853006,0.4048,92.74411908,-5.397735147,10.40623564,-2.216934789,-6.520396438,0.28,0.7059,0.4524,0.3571,0.875,0.6842,0.4048,4.067485833,65.19213441,48.83791735,68.92084882,54.86752321,61.28305512,53.44400714,-0.17525131,99.94117647,99.31470588,93.49117647,94.875,95.60119048,93.35714286,0.0,0.0,4.283333333333333,1.45,-27.264240243070734
Adam Cimber,TOR,15288,Setup/Closer Pitcher,average_rp,22,0,20.2,95,0,2,0,0,1,1,1,2,5,16,7.403213736,18,17,25,6,12,7,0,4,0,0,72,34,16,21,2,1,2,1,127,246,373,11,4.79031477,0.1263,0.0737,0.0526,5.225797931,3.048382126,1.7143,10.88707902,2.612898966,0.297619048,1.548384572,0.287878788,0.6522,0.478873239,0.225352112,0.295774647,0.095238095,1.619047619,0.285714285,0.058823529,1.0,7.464710438,5.370540203,4.910783821,8.091409338,5.58715093,-0.061496703,-6.044380188,-0.592549026,-4.740389824,-1.094820023,-8.236000061,-0.841946006,0.708051026,0.616894007,0.831544995,0.763062,-0.786698997,-0.759545529,0.3137,0.6587,0.469,0.8594,0.8909,0.8793,0.4501,0.6947,0.0563,0.193,0.2493,175.4231338,171.2053858,125.365989,17.3116,-0.654712975,0.034069002,-0.096233003,-0.062163901,0.4583,0.3889,0.1528,0.1111,0.5694,0.3194,0.2632,0.239999995,54.45937301,86.37796929,58.74408921,93.17368813,63.04792842,129.3905885,213.4407523,122.5203324,119.2505266,98.16905489,90.62565108,114.381277,114.2342091,77.01201178,228.6391044,111.6968082,112.9768386,62.24572554,109.4527716,98.41596373,90.47557199,9.125942557,5,0.0694,111.032,34,0.4722,0.7089,85.251,-0.772608995,-0.293767679,0.414,85.25,-7.540779411,1.469850614,-6.296256572,-4.088478294,0.3054,0.6,0.4677,0.8235,0.9024,0.8793,0.5511,3.943750858,59.99711753,63.55673877,51.0235676,56.19784705,55.67756381,47.04066694,-0.257741367,120.2876623,104.0512987,108.0538961,113.1061995,95.1,105.4743935,0.0,0.0,3.9583333333333335,1.2916666666666667,-24.665401891237487
Kevin Herget,CIN,15369,Setup/Closer Pitcher,average_rp,14,0,24.1,105,1,2,0,0,1,0,0,0,1,7,5.178089362,14,14,26,4,13,6,1,2,1,1,84,28,20,36,5,0,2,0,151,267,418,14,5.178089362,0.1238,0.0571,0.0667,4.808225836,2.219181155,2.1667,9.616451673,1.479454104,0.268041237,1.315070314,0.275,0.7042,0.333333333,0.238095238,0.428571428,0.138888888,0.777777777,0.111111111,0.071428571,0.0,5.309837249,5.618907745,5.162090708,6.133142605,5.418729877,-0.131747886,-0.157043993,-0.0154615,-0.123691998,-0.251322001,0.068000004,-0.0374109,0.350517988,0.396019995,0.497500002,1.067340016,0.198868006,-0.915869729,0.3097,0.6771,0.4785,0.7857,0.9,0.86,0.4593,0.5429,0.067,0.1603,0.2273,112.5296809,115.0098614,128.2921422,16.2065,0.021667499,0.119925,-0.082796402,0.037129,0.3929,0.2976,0.3095,0.131,0.5,0.369,0.219,-0.219999999,55.61373474,66.02850949,56.01498685,66.50487388,84.22710906,111.2114181,120.5532857,107.8168219,98.7631108,92.54896612,98.08781226,77.22788727,117.3675073,117.2517102,85.81267421,95.46489549,85.70248994,128.3213012,96.80636023,112.4541795,90.49024019,16.25750006,8,0.0952,111.353,37,0.4405,0.4426,92.2973,2.456419945,1.327794565,0.4426,92.22972973,-4.2825677,9.722324351,2.59384656,1.402079221,0.2577,0.6696,0.4785,0.74,0.9,0.86,0.5359,5.216254522,39.90538773,32.30568741,53.60785568,42.51684538,39.32398507,54.61447644,0.590593684,65.76378378,100.707027,89.19189189,71.86228288,99.60595533,93.15409429,0.0,0.0,6.333333333333333,2.6666666666666665,-14.664171545050596
Mike Mayers,KCR,15451,Setup/Closer Pitcher,average_rp,4,0,16.2,77,1,2,0,0,0,0,0,1,2,4,5.939987991,12,11,20,1,8,8,0,0,2,0,61,25,11,23,2,2,1,1,108,187,295,7,3.779992358,0.1039,0.1039,0.0,4.319991266,4.319991266,1.0,10.79997816,0.539998908,0.289855072,1.679996603,0.316666667,0.6015,0.423728813,0.186440677,0.389830508,0.086956521,1.086956521,0.04347826,0.04,0.5,4.515037335,6.016661324,5.837165755,4.653311184,6.218729877,1.424950655,0.238279998,0.0238204,0.190562993,-0.573408008,-4.651000023,-0.455855995,1.007879972,0.852289021,0.823599994,0.770850003,-0.373551011,-0.195373884,0.2638,0.7273,0.4712,0.7907,0.8958,0.8633,0.4475,0.5325,0.0644,0.1593,0.2237,133.3323702,105.9482938,140.4613596,19.5229,-0.203351006,-0.101974003,-0.125198007,-0.227171004,0.4262,0.3115,0.2623,0.0492,0.5738,0.377,0.2208,-0.158227995,44.79342347,121.7945391,48.56176141,132.0403749,36.77795825,128.3554136,44.11107155,119.3241498,129.3867707,107.9859604,83.58456034,101.209754,94.50944607,101.5017074,34.79290658,103.8730377,90.48730398,106.865985,110.28428,116.1631048,92.0472888,16.07486427,1,0.0164,111.228,19,0.3115,0.4508,92.7218,1.182019949,0.888736804,0.3492,92.9446583,-5.375903083,9.874271726,-1.104517281,-1.072346875,0.2517,0.6776,0.4712,0.7222,0.9126,0.8633,0.5153,4.604491661,47.6870099,41.05259194,53.15471155,49.09404597,37.24359325,59.06634875,0.182751966,94.4815534,108.3805825,102.7553398,95.88881356,105.6752542,100.5647458,8.5,2.0,4.242857142857143,1.3285714285714283,-16.751398376884055
Zack Littell,- - -,15823,Setup/Closer Pitcher,average_rp,14,0,18.2,87,0,1,0,0,0,0,0,0,3,7,6.749987815,14,14,24,3,18,7,1,0,3,0,62,28,14,19,1,1,1,0,96,226,322,1,0.482141987,0.2069,0.0805,0.1264,8.678555762,3.374993908,2.5714,11.57140768,1.44642596,0.3,1.660711288,0.355932203,0.6343,0.459016393,0.229508196,0.311475409,0.052631578,1.47368421,0.157894736,0.035714285,0.0,4.540751847,4.134343942,4.090719777,4.853098076,4.701488498,2.209235968,-0.301489197,-0.03011034,-0.240882695,-0.267549999,-4.132999897,-0.421726003,0.469274218,0.385408949,0.462628877,0.592999995,-0.37875339,-0.191382341,0.3052,0.7738,0.5497,0.6596,0.8462,0.7966,0.5217,0.7241,0.1118,0.1522,0.264,161.6529767,109.4118061,96.48465388,18.3093,-0.289101303,-0.305310254,0.046319,-0.2589905,0.4032,0.3387,0.2581,0.129,0.4839,0.3871,0.3218,-0.062413799,89.20069741,94.3207712,97.5571311,103.1565653,94.57189264,137.5236872,118.1546815,123.500495,127.9014911,121.3758341,88.1458447,109.6383696,116.3409877,81.1000813,126.3531896,98.26698662,98.39918223,105.1423404,93.00471552,119.2586152,91.35358967,10.04998379,5,0.0806,110.284,30,0.4839,0.4224,94.1618,-0.283866018,-0.208725013,0.4224,94.14411837,-5.004419215,10.38133083,-0.282560878,-0.207765351,0.265,0.7122,0.5497,0.6452,0.8288,0.7966,0.6366,3.411973075,61.01903257,41.79994206,67.16772265,61.91509907,43.1834586,69.16636273,-0.612259783,85.75808824,110.1536765,103.9073529,101.9493789,107.6782609,108.3440994,4.5,1.0,3.9672131147540974,1.1967213114754098,-6.256375000266925
Luis Severino,NYY,15890,Setup/Closer Pitcher,suboptimal_rp,1,0,2.0,12,0,1,0,0,0,0,0,0,1,1,18.0,4,4,5,1,2,1,0,0,0,0,9,2,4,3,0,0,0,0,18,30,48,1,4.5,0.1667,0.0833,0.0833,9.0,4.5,2.0,22.5,4.5,0.454545455,3.0,0.5,0.4348,0.222222222,0.444444444,0.333333333,0.0,0.666666666,0.333333333,0.0,0.0,9.255039883,5.235069257,4.890138322,12.16532537,5.218729877,8.744960117,-1.045560002,-0.096620098,-0.77296102,-0.29283601,-3.339999914,-0.331348985,0.677399993,0.603600025,0.920000017,0.657599986,-0.274643004,-0.157651082,0.2593,0.7619,0.4792,0.7143,0.6875,0.6957,0.4375,0.75,0.1458,0.1458,0.2917,429.3716587,213.9651902,122.2009723,15.7714,-0.236224994,-0.117862999,-0.021741901,-0.139605001,0.3333,0.3333,0.3333,0.0,0.6667,0.3333,0.3333,0.0277612,71.85611715,97.68937033,101.1705408,137.5423353,73.55591651,267.4076522,367.5930061,187.1219621,231.048272,170.504148,60.41710063,53.07889323,225.2952461,86.79131504,266.7456222,81.23404229,96.83729039,135.8088563,128.1398302,102.6949187,92.80733236,11.47733307,1,0.1111,108.04,5,0.5556,0.125,95.8333,-0.61472702,-10.24545034,0.1458,95.52857317,-3.16198567,8.773828779,-0.460902922,-6.584327455,0.2308,0.7727,0.4792,0.6667,0.7059,0.6957,0.4583,4.69051,59.80011,36.70949,73.40262,48.16924,40.80875,47.38874,0.2401,94.2,114.8,108.4,88.11041667,98.4875,95.61666667,0.0,0.0,5.5,1.5,-40.15781301235511
Nick Burdi,CHC,16074,Setup/Closer Pitcher,average_rp,3,0,3.0,15,0,0,0,0,0,0,0,0,0,1,9.0,3,3,3,0,4,3,0,0,1,0,8,2,1,5,0,0,0,0,21,37,58,0,0.0,0.2667,0.2,0.0667,12.0,9.0,1.3333,9.0,0.0,0.25,2.0,0.375,0.5,0.25,0.125,0.625,0.0,0.4,0.0,0.0,0.0,3.588373216,6.34396141,5.496907215,2.942738859,5.418729877,5.411626784,0.141923994,0.0141091,0.112871997,-0.020586001,-1.434000015,-0.146153003,0.040687501,0.040666699,0.040666699,0.01,-0.133505002,-0.372448916,0.45,0.8333,0.569,0.5556,0.8667,0.697,0.3103,0.6,0.1724,0.069,0.2414,207.8127417,82.80378132,144.8333035,21.9302,-0.069226101,-0.051279299,-0.0320559,-0.083335198,0.625,0.25,0.125,0.0,0.625,0.375,0.4667,0.0,119.7834292,231.0997838,139.7978933,269.7138373,51.83206712,104.0823369,0.0,100.5599204,150.202023,126.2031356,69.64234672,57.92091551,61.61794136,170.9920776,0.0,151.8759704,71.9900917,51.82206404,121.0079503,114.2679566,90.27437592,19.25,0,0.0,100.52,2,0.25,0.7069,98.0732,-0.158934996,-0.387646331,0.7069,98.00975372,-5.760438873,9.877463736,-0.158934712,-0.38764564,0.3871,0.7778,0.569,0.5,0.8095,0.697,0.4655,4.020794828,60.45148244,68.6175639,50.08069195,55.36950862,67.86707897,43.85193707,-0.206377586,130.6195122,94.72682927,99.36829268,129.1034483,89.60862069,99.26551724,0.0,0.0,5.0,1.0,-12.367920899702597
Jake Reed,LAD,16209,Middle Reliever,suboptimal_rp,1,0,0.2,7,0,0,0,0,0,0,0,0,0,1,81.00008449,6,6,5,1,1,1,0,0,0,0,5,3,0,2,0,0,0,0,10,19,29,0,0.0,0.1429,0.1429,0.0,13.50001408,13.50001408,1.0,67.50007041,13.50001408,0.833333333,9.000009388,1.0,0.0,0.6,0.0,0.4,0.0,1.5,0.5,0.0,0.0,24.25506179,9.71510537,5.667702943,10.12194368,6.218729877,56.7450227,-0.879432023,-0.078498699,-0.627988994,-0.026691999,-4.462999821,-0.449445993,0.120750003,0.163066998,0.219600007,0.0124,-0.298727989,0.07767624,0.3333,0.6154,0.4643,0.8,0.75,0.7692,0.4643,0.7143,0.1034,0.2069,0.3103,1897.941833,546.7325426,221.7415915,20.0,-0.244093999,-0.182796001,0.0172002,-0.165594995,0.2,0.2,0.6,0.0,0.4,0.6,0.4286,0.0,64.16969397,165.0712731,157.272794,404.5711779,38.87405035,780.6183412,1100.048356,335.1997347,675.9098086,336.541695,0.0,139.0101972,0.0,109.4349297,386.1570343,48.60031054,57.59207336,248.7459074,77.44508818,182.8287306,96.70859985,11.44328003,1,0.2,107.494,4,0.8,0.5,87.4286,-0.78351599,-5.596542784,0.0345,91.40000153,-9.507679939,4.820499897,-0.019056335,-1.905633509,0.0833,0.7059,0.4483,1.0,0.75,0.7692,0.5862,5.49582,21.52135,21.7839,20.0,39.51114,44.63415,27.94015,0.77697,149.9,83.8,68.5,77.84137931,96.7,86.29655172,4.0,1.0,4.0,1.3333333333333333,-99.54242092393017
Gerardo Reyes,LAA,16306,Setup/Closer Pitcher,average_rp,8,0,9.2,49,0,0,0,0,0,0,0,0,1,7,7.448273413,9,8,11,2,10,6,0,2,2,0,31,11,7,13,1,0,0,0,83,136,219,2,1.862068353,0.2041,0.1224,0.0816,9.310341766,5.58620506,1.6667,10.24137594,1.862068353,0.268292683,1.758620111,0.310344828,0.6173,0.354838709,0.225806451,0.419354838,0.076923076,0.846153846,0.153846153,0.0,0.0,6.358487138,5.89230673,4.847125267,6.558955752,5.239138041,1.089786275,-1.170359969,-0.115491003,-0.923925996,-0.343786001,-4.051000118,-0.407700002,0.491558999,0.578019977,0.442099988,0.399286002,-0.342754006,-0.356624913,0.2773,0.701,0.4676,0.5758,0.8529,0.7624,0.4491,0.5102,0.1096,0.1598,0.2694,170.8419789,144.85646,137.556055,20.8462,-0.244251996,-0.036207099,-0.092554703,-0.128762007,0.4194,0.3871,0.1935,0.1935,0.4516,0.3548,0.3673,-0.129999995,87.9870823,143.5435645,104.6591457,170.7421532,61.29659707,121.7165465,152.1074008,110.4475972,135.442046,105.8301608,85.77736514,84.75500685,114.46452,109.1890737,123.1133635,102.197666,112.4562082,78.8567553,86.80440114,109.3203972,91.01290008,12.78354866,3,0.0968,109.789,12,0.3871,0.6759,96.363,0.267605007,0.1832911,0.5463,96.54745432,-5.381152654,9.946779413,0.990018468,0.838998702,0.2258,0.6504,0.4676,0.619,0.8,0.7624,0.5694,3.732885616,65.88256644,59.38893051,65.49253703,58.46490288,54.07485315,57.79328726,-0.398317443,119.5754237,111.3855932,111.6347458,112.5782407,103.6046296,105.9185185,0.0,0.0,6.0,1.0,-13.166025782245065
Brent Honeywell,- - -,16466,Middle Reliever,average_rp,40,0,52.1,234,2,4,0,0,0,2,4,5,9,30,4.815283407,29,28,53,10,45,23,0,5,3,1,161,78,30,52,6,1,1,1,370,577,947,24,4.127385777,0.1923,0.0983,0.094,7.738848332,3.95541137,1.9565,9.114643591,1.719744074,0.257281553,1.452228329,0.284768212,0.7761,0.4875,0.1875,0.325,0.115384615,1.5,0.192307692,0.012820512,1.0,5.624465051,4.783211186,4.475419346,5.325091264,5.090524749,-0.809181644,-4.457380056,-0.432372987,-3.458980083,-1.160199992,-6.416000128,-0.627671987,0.731306528,0.704400139,0.95021002,0.940224036,-1.053661125,-0.532814516,0.2791,0.7461,0.4687,0.6474,0.8491,0.7778,0.406,0.5427,0.1035,0.1426,0.246,115.0664782,129.476275,109.5647759,19.1671,0.036139995,0.133528292,0.334983088,0.46851138,0.4783,0.3168,0.205,0.118,0.4907,0.3913,0.3333,-0.449999988,86.15085542,113.7897246,89.94539073,118.8444573,75.78452128,105.9035669,140.202909,103.9007808,109.5029426,96.04343768,108.0724161,113.4388159,92.95081571,88.42037856,149.5958897,116.2790534,91.29649822,84.79767142,94.90665953,119.487324,90.94387665,10.38255644,13,0.0807,112.856,77,0.4783,0.475,94.8255,-2.328496039,-0.52091634,0.473,94.74272603,-4.004541316,9.302852417,-2.306477092,-0.515990401,0.2441,0.6841,0.4667,0.614,0.8318,0.7755,0.5058,4.675246156,40.5929872,38.03095139,40.21789488,48.33335326,42.72207031,49.667347,0.229922534,71.30178971,94.06174497,85.39463087,87.8218057,97.37781685,94.06712118,6.5,1.5,8.0,2.0,-30.200035846931957
Jeff Brigham,NYM,16631,Setup/Closer Pitcher,average_rp,37,0,37.2,160,1,3,0,0,0,2,5,7,9,27,5.256632732,23,22,26,9,42,18,0,5,0,0,95,32,16,46,4,1,2,0,270,411,681,17,4.061943475,0.2625,0.1125,0.15,10.03538976,4.300881326,2.3333,6.212384138,2.150440663,0.189781022,1.168140607,0.197674419,0.7143,0.340425531,0.170212765,0.489361702,0.086956521,0.695652173,0.195652173,0.0625,0.0,5.963002199,4.875947386,4.065697328,5.476997316,4.418729877,-0.706369467,-6.14151001,-0.598803997,-4.790430069,-0.460292011,-4.507999897,-0.462399989,1.001829982,0.815859973,0.957681,0.915629983,-0.341367006,-0.118084218,0.2843,0.7059,0.4529,0.6379,0.8281,0.7565,0.4,0.5938,0.1101,0.1512,0.2614,126.0381382,138.0370478,111.3424628,19.6004,-0.370047987,0.694088995,-0.465333015,0.228755996,0.4526,0.3053,0.2421,0.1684,0.5474,0.2842,0.4313,0.529999971,117.9118134,129.9936284,116.9105289,128.8896896,90.70611746,71.84438433,175.2286111,76.33745782,87.72854117,66.52568389,99.4890667,78.87103367,83.90528138,133.8831586,151.1049258,109.9901762,87.90369066,100.3711555,105.9774891,86.60308283,89.99776637,20.63670187,11,0.1158,110.276,33,0.3474,0.3926,93.5581,-2.078049898,-0.778295842,0.3912,93.51390684,-6.063834513,10.51443642,-2.001282692,-0.752361914,0.2413,0.6696,0.4529,0.5783,0.8178,0.7532,0.4941,4.50825975,48.32223365,52.81369936,43.98043241,50.12868348,55.74414554,42.37658539,0.118597592,109.3071429,97.56503759,99.31240602,117.9007353,96.47882353,101.9339706,0.0,0.0,5.875,1.8125,-12.02545457926572
